PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,SAMPLE_DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,DEPTH_STRAT,SUB_REGION_NAME,ADMIN,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,77,GNA THOM,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,80,ELA OCEA,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,81,PAR MARM,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,101,HOL ADSC,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,103,NEO MARI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,104,HOL RUFU,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,104,HOL RUFU,22,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,107,MYR JACO,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,109,KYP SECT,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,109,KYP SECT,50,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,110,BOD RUFU,4,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,110,BOD RUFU,15,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,110,BOD RUFU,21,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,8,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,9,7.625,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,10,16.25,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,11,7.625,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,12,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,15,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,17.5,5.75,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,20,12.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,22.5,5.75,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,111,CLE PARR,25,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,114,HAL GARN,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,114,HAL GARN,4,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,114,HAL GARN,8,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,114,HAL GARN,12,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,115,HAL MACU,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,115,HAL MACU,6,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,118,HAL RADI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,4,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,5.5,0.625,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,7,2.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,9.5,0.625,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,124,THA BIFA,12,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,128,LUT CYAN,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,24,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,25,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,26,3,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,31,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,36,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,129,LUT GRIS,40,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,130,LUT JOCU,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,130,LUT JOCU,36,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,130,LUT JOCU,41,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,136,MUL MART,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,136,MUL MART,9,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,138,GYM FUNE,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,139,GYM MORI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,139,GYM MORI,95,0.5,3,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,145,LAC BICA,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,146,ACA POLY,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,147,ACA QUAD,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,149,LAC TRIQ,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,149,LAC TRIQ,10,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,151,CEN ARGI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,153,HOL CILI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,154,HOL TRIC,18,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,154,HOL TRIC,20,0.5,3,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,155,POM ARCU,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,156,POM PARU,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,157,ABU SAXA,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,4,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,4.5,0.375,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,5,2.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,5.5,0.375,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,6,1.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,7,2.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,8.5,0.75,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,158,CHR CYAN,10,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,2,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,3,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,4,3,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,5,1,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,160,CHR INSO,6,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,2,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,2.5,6.375,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,3,13.75,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,3.5,6.375,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,4,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,5,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,6,2,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,7,5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,8.5,2,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,161,CHR MULT,10,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,162,CHR SCOT,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,162,CHR SCOT,6,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,163,MIC CHRY,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,165,STE ADUS,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,166,STE LEUC,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,167,STE PART,3,2.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,167,STE PART,3.5,0.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,167,STE PART,4,5.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,2,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,5,0.125,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,8,1.25,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,9,0.125,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,168,STE PLAN,10,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,169,STE VARI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,171,HET CRUE,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,175,SCA COEL,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,177,SCA ISER,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,177,SCA ISER,21,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,179,SCA TAEN,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,180,SCA VETU,25,0.5,2,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,180,SCA VETU,30,0,3,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,180,SCA VETU,36,0,3,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,181,SPA ATOM,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,182,SPA AURO,4,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,182,SPA AURO,15,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,182,SPA AURO,16,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,182,SPA AURO,20,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,183,SPA CHRY,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,184,SPA RADI,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,185,SPA RUBR,0,0,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,186,PRO ACUL,5,0.5,1,0,FGBNMS,GOM
7000,2024,7,30,1,27.87384,-93.8217,27.5844,12.5,14,HR,DEEP,WB,FGBNMS,186,PRO ACUL,7,0.5,2,0,FGBNMS,GOM
